;;;;;;;;;;;;;; 80.007 ; 229.027.746,30 ; 1.633.627,99 ; 227.394.118,31 ; 41.142.264,91 ; 5.760.400,78 ; -   ; -   ; -   ; 221.651.156,36 ; 74.093.414,10 ; 1.222.563,60 ; 5.631.099,16 ; 6.853.662,76 
chave_unica;Período;Ano;Mês;Trimestre;sped_origem;sentido;Registro;CFOP;CST;Alíq. Pis do SPED;Alíq. Cofins do SPED;Nat. BC. Créd.;status_conferencia;qtd_registros; total_item ; total_desconto ; total_liquido ; total_bc_icms ; total_icms ; total_icms_st ; total_ipi ; total_iss ; bc_pis_cof_calculada ; bc_pis_cof_escriturada ; total_pis ; total_cof ; total_pis_cofins 
2022|08|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;68; 141.584,51 ; -   ; 141.584,51 ; 133.660,55 ; 14.125,14 ; -   ; -   ; -   ; 127.459,37 ; 141.584,51 ; 2.336,23 ; 10.760,39 ; 13.096,62 
2022|08|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;97; 117.157,09 ; 674,00 ; 116.483,09 ; 34.400,45 ; 6.060,03 ; -   ; -   ; -   ; 110.423,06 ; -   ; -   ; -   ; -   
2022|08|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 35.950,00 ; -   ; 35.950,00 ; 16.000,00 ; 2.880,00 ; -   ; -   ; -   ; 33.070,00 ; -   ; -   ; -   ; -   
2022|08|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;2; 1.498,52 ; -   ; 1.498,52 ; -   ; -   ; -   ; -   ; -   ; 1.498,52 ; 1.498,52 ; 24,72 ; 113,88 ; 138,60 
2022|08|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;123; 101.438,62 ; 42,00 ; 101.396,62 ; 10.846,22 ; 1.536,62 ; -   ; -   ; -   ; 99.860,00 ; 101.396,62 ; 1.673,06 ; 7.706,12 ; 9.379,18 
2022|08|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;417; 206.152,94 ; 3.943,51 ; 202.209,43 ; 2.850,00 ; 513,00 ; -   ; -   ; -   ; 201.696,43 ; 202.209,43 ; 3.336,73 ; 15.367,89 ; 18.704,62 
2022|08|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;117; 81.323,16 ; 152,52 ; 81.170,64 ; 9.254,63 ; 1.306,63 ; -   ; -   ; -   ; 79.864,01 ; -   ; -   ; -   ; -   
2022|08|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;159; 85.323,26 ; -   ; 85.323,26 ; 10.272,05 ; 1.838,01 ; -   ; -   ; -   ; 83.485,25 ; 85.323,26 ; 1.408,00 ; 6.484,59 ; 7.892,59 
2022|08|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;9; 1.197,09 ; 2,00 ; 1.195,09 ; -   ; -   ; -   ; -   ; -   ; 1.195,09 ; -   ; -   ; -   ; -   
2022|08|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;3; 4.430,00 ; -   ; 4.430,00 ; -   ; -   ; -   ; -   ; -   ; 4.430,00 ; 4.430,00 ; 73,11 ; 336,68 ; 409,79 
2022|08|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/08/2022;2022;8;3;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;2; 270.000,00 ; -   ; 270.000,00 ; -   ; -   ; -   ; -   ; -   ; 270.000,00 ; -   ; -   ; -   ; -   
2022|09|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;4; 3.080,00 ; 1,56 ; 3.078,44 ; -   ; -   ; -   ; -   ; -   ; 3.078,44 ; 3.078,44 ; 50,80 ; 233,96 ; 284,76 
2022|09|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;80; 41.594,88 ; -   ; 41.594,88 ; 3.849,81 ; 684,04 ; -   ; -   ; -   ; 40.910,84 ; 41.594,88 ; 686,42 ; 3.161,24 ; 3.847,66 
2022|09|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;8; 14.170,56 ; -   ; 14.170,56 ; -   ; -   ; -   ; -   ; -   ; 14.170,56 ; 14.170,56 ; 233,82 ; 1.076,95 ; 1.310,77 
2022|09|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;3; 1.672,46 ; -   ; 1.672,46 ; -   ; -   ; -   ; -   ; -   ; 1.672,46 ; 1.672,46 ; 27,59 ; 127,10 ; 154,69 
2022|09|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;695; 355.708,67 ; 6.438,79 ; 349.269,88 ; -   ; -   ; -   ; -   ; -   ; 349.269,88 ; 349.269,88 ; 5.763,75 ; 26.544,53 ; 32.308,28 
2022|09|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;5; 202,15 ; -   ; 202,15 ; -   ; -   ; -   ; -   ; -   ; 202,15 ; -   ; -   ; -   ; -   
2022|09|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;88; 164.047,76 ; -   ; 164.047,76 ; 86.450,06 ; 15.348,08 ; -   ; -   ; -   ; 148.699,68 ; -   ; -   ; -   ; -   
2022|09|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 20.154,00 ; -   ; 20.154,00 ; 20.154,00 ; 3.627,72 ; -   ; -   ; -   ; 16.526,28 ; -   ; -   ; -   ; -   
2022|09|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;84; 98.088,36 ; 39,88 ; 98.048,48 ; 4.444,98 ; 264,80 ; -   ; -   ; -   ; 97.783,68 ; 98.048,48 ; 1.617,89 ; 7.451,69 ; 9.069,58 
2022|09|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;85; 133.149,11 ; 4,94 ; 133.144,17 ; 88.071,67 ; 6.093,92 ; -   ; -   ; -   ; 127.050,25 ; 133.144,17 ; 2.196,93 ; 10.118,97 ; 12.315,90 
2022|09|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;79; 30.267,81 ; 30,00 ; 30.237,81 ; 1.363,38 ; 245,41 ; -   ; -   ; -   ; 29.992,40 ; -   ; -   ; -   ; -   
2022|09|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/09/2022;2022;9;3;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;2; 719,99 ; -   ; 719,99 ; -   ; -   ; -   ; -   ; -   ; 719,99 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;6; 28.600,00 ; -   ; 28.600,00 ; -   ; -   ; -   ; -   ; -   ; 28.600,00 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;328; 334.981,43 ; 280,65 ; 334.700,78 ; 96.490,00 ; 16.234,92 ; -   ; -   ; -   ; 318.537,86 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;1; 182.000,00 ; -   ; 182.000,00 ; 134.479,80 ; 24.206,36 ; -   ; -   ; -   ; 157.793,64 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;7; 7.960,00 ; 32,73 ; 7.927,27 ; -   ; -   ; -   ; -   ; -   ; 7.927,27 ; 7.927,27 ; 130,82 ; 602,47 ; 733,29 
2022|10|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;2; 1.200,00 ; -   ; 1.200,00 ; -   ; -   ; -   ; -   ; -   ; 1.200,00 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;58; 128.635,75 ; -   ; 128.635,75 ; -   ; -   ; -   ; -   ; -   ; 128.635,75 ; 128.635,75 ; 2.122,49 ; 9.776,33 ; 11.898,82 
2022|10|CONTRIBUIÇÕES|Entrada|C170|1411|51|1.6500|7.6000|12|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1411;51;0,0165;0,0760;12;Não conferido;1; 1.430,54 ; -   ; 1.430,54 ; -   ; -   ; -   ; -   ; -   ; 1.430,54 ; 1.430,54 ; 23,60 ; 108,72 ; 132,32 
2022|10|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;105; 313.252,28 ; 45,60 ; 313.206,68 ; 54.780,00 ; 9.860,40 ; -   ; -   ; -   ; 303.346,28 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;4; 111.774,66 ; -   ; 111.774,66 ; -   ; -   ; -   ; -   ; -   ; 111.774,66 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;307; 849.297,65 ; 1.442,64 ; 847.855,01 ; -   ; -   ; -   ; -   ; -   ; 847.855,01 ; 847.855,01 ; 13.989,60 ; 64.436,95 ; 78.426,55 
2022|10|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;421; 656.153,19 ; 1.573,87 ; 654.579,32 ; 595.068,80 ; 68.916,73 ; -   ; -   ; -   ; 585.662,59 ; 654.579,32 ; 10.800,79 ; 49.747,95 ; 60.548,74 
2022|10|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;13; 22.730,27 ; 160,00 ; 22.570,27 ; 848,82 ; 101,85 ; -   ; -   ; -   ; 22.468,42 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;401; 329.189,99 ; 1.094,84 ; 328.095,15 ; 39.883,24 ; 4.223,16 ; -   ; -   ; -   ; 323.871,99 ; 328.095,15 ; 5.413,70 ; 24.935,25 ; 30.348,95 
2022|10|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;302; 388.003,67 ; 7.283,94 ; 380.719,73 ; 209.703,20 ; 37.350,88 ; -   ; -   ; -   ; 343.368,85 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;813; 740.681,37 ; 60.874,64 ; 679.806,73 ; 864,00 ; 155,52 ; -   ; -   ; -   ; 679.651,21 ; 679.806,73 ; 11.217,11 ; 51.665,27 ; 62.882,38 
2022|10|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;6; 35.043,08 ; 234,25 ; 34.808,83 ; 30.525,82 ; 5.494,65 ; -   ; -   ; -   ; 29.314,18 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;33; 9.427,42 ; -   ; 9.427,42 ; 121,50 ; 16,16 ; -   ; -   ; -   ; 9.411,26 ; -   ; -   ; -   ; -   
2022|10|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/10/2022;2022;10;4;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;159; 73.875,93 ; 257,35 ; 73.618,58 ; 43.024,29 ; 7.753,78 ; -   ; -   ; -   ; 65.864,80 ; 73.618,58 ; 1.214,80 ; 5.595,04 ; 6.809,84 
2023|01|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;139; 537.369,43 ; 556,47 ; 536.812,96 ; -   ; -   ; -   ; -   ; -   ; 536.812,96 ; 536.812,96 ; 8.857,57 ; 40.797,83 ; 49.655,40 
2023|01|CONTRIBUIÇÕES|Entrada|C170|2933|70|0.0000|0.0000|03|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2933;70;0,0000;0,0000;3;Não conferido;4; 5.370,00 ; -   ; 5.370,00 ; -   ; -   ; -   ; -   ; -   ; 5.370,00 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;12; 13.040,00 ; 180,97 ; 12.859,03 ; -   ; -   ; -   ; -   ; -   ; 12.859,03 ; 12.859,03 ; 212,21 ; 977,29 ; 1.189,50 
2023|01|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;14; 1.527.544,26 ; 37,80 ; 1.527.506,46 ; -   ; -   ; -   ; -   ; -   ; 1.527.506,46 ; 1.527.506,46 ; 25.203,84 ; 116.090,49 ; 141.294,33 
2023|01|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;51; 8.405,37 ; -   ; 8.405,37 ; -   ; -   ; -   ; -   ; -   ; 8.405,37 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;2; 19.000,00 ; -   ; 19.000,00 ; -   ; -   ; -   ; -   ; -   ; 19.000,00 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;1; 1.500,00 ; -   ; 1.500,00 ; -   ; -   ; -   ; -   ; -   ; 1.500,00 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;340; 207.904,48 ; 1.952,70 ; 205.951,78 ; 87.704,22 ; 15.273,42 ; -   ; -   ; -   ; 190.678,36 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;200; 99.501,38 ; 2.144,30 ; 97.357,08 ; 33.752,06 ; 3.800,39 ; -   ; -   ; -   ; 93.556,69 ; 97.357,08 ; 1.606,44 ; 7.399,20 ; 9.005,64 
2023|01|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;8; 1.054,23 ; -   ; 1.054,23 ; -   ; -   ; -   ; -   ; -   ; 1.054,23 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;9; 6.912,74 ; 194,11 ; 6.718,63 ; 3.400,00 ; 612,00 ; -   ; -   ; -   ; 6.106,63 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|2152|70|0.0000|0.0000|N/A|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2152;70;0,0000;0,0000;N/A;Não conferido;5; 43.400,00 ; -   ; 43.400,00 ; -   ; -   ; -   ; -   ; -   ; 43.400,00 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|1407|70|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0165;0,0760;2;Não conferido;2; 7.432,50 ; -   ; 7.432,50 ; -   ; -   ; -   ; -   ; -   ; 7.432,50 ; 7.432,50 ; 122,64 ; 564,87 ; 687,51 
2023|01|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;303; 531.820,77 ; 93,72 ; 531.727,05 ; 436.088,05 ; 78.222,27 ; -   ; -   ; -   ; 453.504,78 ; 531.727,05 ; 8.773,63 ; 40.411,29 ; 49.184,92 
2023|01|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;173; 519.179,51 ; 3.942,47 ; 515.237,04 ; 397.514,13 ; 45.334,61 ; -   ; -   ; -   ; 469.902,43 ; 515.237,04 ; 8.501,43 ; 39.157,99 ; 47.659,42 
2023|01|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;3; 5.441,59 ; -   ; 5.441,59 ; 5.365,69 ; 965,82 ; -   ; -   ; -   ; 4.475,77 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|2949|70|0.0000|0.0000|N/A|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2949;70;0,0000;0,0000;N/A;Não conferido;8; 2.332,85 ; -   ; 2.332,85 ; 2.332,85 ; 279,95 ; -   ; -   ; -   ; 2.052,90 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;816; 690.548,89 ; 55.795,29 ; 634.753,60 ; -   ; -   ; -   ; -   ; -   ; 634.753,60 ; 634.753,60 ; 10.473,88 ; 48.241,26 ; 58.715,14 
2023|01|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;57; 33.520,50 ; -   ; 33.520,50 ; 6.588,22 ; 1.124,79 ; -   ; -   ; -   ; 32.395,71 ; -   ; -   ; -   ; -   
2023|01|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/01/2023;2023;1;1;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;2; 72,53 ; -   ; 72,53 ; -   ; 8,70 ; -   ; -   ; -   ; 72,53 ; -   ; -   ; -   ; -   
2023|02|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;87; 95.461,45 ; 8.544,00 ; 86.917,45 ; -   ; -   ; -   ; -   ; -   ; 86.917,45 ; 86.917,45 ; 1.434,23 ; 6.605,71 ; 8.039,94 
2023|02|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;46; 26.788,61 ; 316,53 ; 26.472,08 ; 8.792,67 ; 1.582,68 ; -   ; -   ; -   ; 24.889,40 ; 26.472,08 ; 436,79 ; 2.011,84 ; 2.448,63 
2023|02|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;15; 8.462,98 ; 44,71 ; 8.418,27 ; 1.201,73 ; 210,96 ; -   ; -   ; -   ; 8.207,31 ; -   ; -   ; -   ; -   
2023|02|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;20; 55.206,74 ; -   ; 55.206,74 ; -   ; -   ; -   ; -   ; -   ; 55.206,74 ; 55.206,74 ; 910,91 ; 4.195,73 ; 5.106,64 
2023|02|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;3; 1.312,56 ; -   ; 1.312,56 ; -   ; -   ; -   ; -   ; -   ; 1.312,56 ; -   ; -   ; -   ; -   
2023|02|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;31; 42.535,76 ; 0,01 ; 42.535,75 ; 3.103,40 ; 296,41 ; -   ; -   ; -   ; 42.239,34 ; 42.535,75 ; 701,85 ; 3.232,72 ; 3.934,57 
2023|02|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;83; 19.905,85 ; -   ; 19.905,85 ; 8.176,63 ; 1.420,26 ; -   ; -   ; -   ; 18.485,59 ; -   ; -   ; -   ; -   
2023|02|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;49; 276.848,70 ; 2.241,76 ; 274.606,94 ; 211.786,74 ; 25.460,40 ; -   ; -   ; -   ; 249.146,54 ; 274.606,94 ; 4.531,04 ; 20.870,10 ; 25.401,14 
2023|02|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/02/2023;2023;2;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;3; 734.406,30 ; -   ; 734.406,30 ; -   ; -   ; -   ; -   ; -   ; 734.406,30 ; 734.406,30 ; 12.117,71 ; 55.814,88 ; 67.932,59 
